scenario	replicate	method	cell_id	is_transition	entropy_score	auroc	auprc	transition_class
rare_transition	3	marker_scoring	Cell000103	FALSE	1.74473074714468	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000104	FALSE	1.74144706680779	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000105	FALSE	1.74736334211221	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000106	FALSE	1.75359121661541	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000107	FALSE	1.71082792182062	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000108	FALSE	1.74444509948314	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	fibrodynmix_nb	Cell000001	FALSE	1.58622105335563	0.704248366013072	0.155666879462808	Other cells
rare_transition	3	fibrodynmix_nb	Cell000002	FALSE	1.65960456698973	0.704248366013072	0.155666879462808	Other cells
rare_transition	3	fibrodynmix_nb	Cell000003	FALSE	1.02865882727266	0.704248366013072	0.155666879462808	Other cells
rare_transition	3	fibrodynmix_nb	Cell000004	FALSE	1.33623193585612	0.704248366013072	0.155666879462808	Other cells
rare_transition	3	fibrodynmix_nb	Cell000005	FALSE	1.37131980402966	0.704248366013072	0.155666879462808	Other cells
